EugeneShen,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2019-09,2019-09-14,5.0,女朋友过生日，香格里拉不用说啦。连住两晚。景色一流～老牌酒店服务也是挺不错的。比起很多市中心老牌酒店态度要好很多。而且静安店感觉要好过浦东店
_WeChat15180****,上海静安香格里拉大酒店,朋友出游,豪华阁尊荣大床房,2019-12,2019-12-20,5.0,订的是行政房，早餐在55楼吃的，中餐西餐都有都很精致超好吃，主要这个房型的可以免费加床，酒店是在商区，附近有很多吃的选择性很多，带家人孩子住很方便，这个房型的停车场也不用停车费，直接去行李部报车牌号就可以啦，还有谢谢William  xu经理，这次的住店很满意
M227852****,上海静安香格里拉大酒店,朋友出游,豪华阁尊荣双床房,2019-10,2019-11-03,5.0,早餐非常好，适合带孩子，离地铁站很近，交通很方便的，酒店位置太好了，住在高层观景太棒了，服务人员态度好，我们两个老人六点多到的酒店，本想去外面吃饭，服务员告诉我们，可以去55楼看看，后来我们俩去了，吃完小吃，非常满意，回来的头一天我们想咨询下打车去火车站的时间，服务员主动告诉我们，早餐可以打包，包里不光有酸奶，面包，还有水果，正是我们想要的，服务太周到了，下次去上海，还会住这家酒店。这是我们吃的55楼歺厅小吃，另外两张是站在房间窗户上拍摄的。
小狐狸狸子,上海静安香格里拉大酒店,家庭亲子,豪华阁尊荣双床房,2019-08,2019-08-30,5.0,酒店位置很好，在展览馆（中苏友好大厦旁），楼下就是静安嘉里中心，地下要地铁站，去机场，高铁站很方便，全部是室内换乘。酒店的电梯速度很快，服务员有礼貌。洗漱用品要和前台说，由服务员送进来。豪华阁在55楼办理入住，普通房间在1楼大厅办理手续。豪华阁的落地窗很大，视觉效果不错，隔音效果可以。早餐在酒店内夏宫吃的港式早茶，也可以去行政酒廊吃早餐，人少食物品种也略少。
E0031****,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2020-04,2020-04-19,5.0,早餐种类不太多，但是基本想吃的都有，馄饨很不错，像家里的味道。牛肉面的牛肉很好吃，但是面条建议换一下，没有一点嚼劲！
Miyabear,上海静安香格里拉大酒店,家庭亲子,尊雅双床房,2020-03,2020-03-26,5.0,整体环境中规中矩，房间内设施没有什么特别出彩的～早餐种类不是很多，但服务生的服务态度很好，回应主动及时。
歪猴,上海静安香格里拉大酒店,家庭亲子,豪华阁尊荣双床房,2019-09,2019-10-03,5.0,有地下停车场，我们6个大人1个孩子，住的豪华阁及儿童主题房共3间，1层55层都有早餐！卫生干净，服务贴心！暴雨那天，儿子发烧粗心的妈妈没有带药，礼宾部的叔叔冒雨买药特别感谢！位置好，吃饭出行都方便！
_WeChat226046****,上海静安香格里拉大酒店,朋友出游,尊雅大床房,2020-04,2020-04-19,5.0,酒店位置在市区很方便，早餐品种有点少，其他卫生、服务、设施都很好。送餐品种较少，无中餐，但口味还不错
圣塔-马里亚-迪-帕尔玛李光地,上海静安香格里拉大酒店,商务出差,尊雅大床房,2019-11,2019-11-19,5.0,服务好，环境好，比璞丽酒店强太多，值得表扬！璞丽酒店是上海最垃圾五星酒店！
阿皮美美,上海静安香格里拉大酒店,其他,豪华阁尊贵大床房,2019-10,2020-03-12,5.0,还行，到店加钱升级了豪华阁套房，位置不错，行政酒廊的happyhour还是杭州的城中香格里拉好，上海的这个就只有简单的水果和甜的小点心
M10932****,上海静安香格里拉大酒店,独自旅行,尊雅大床房,2020-01,2020-01-26,3.0,因为工作方便才选择住香格里拉，前台服务，碰到2个戴眼镜的男前台态度真的不好，不会主动问好，不管你和他们说什么，已告知不会大额消费，我都提前来结账的，永远像机器人统一回复按标准收押金，不知道是不是贵酒店逃单的客人是否比较多，所以吓到工作人员了，客房送餐服务还不错，比较有礼貌
_WeChat267529****,上海静安香格里拉大酒店,商务出差,豪华阁尊荣大床房,2020-01,2020-01-23,5.0,非常不错，上海夜景尽收眼底，房间设施齐全，卫生很好，尤其是卫生间，简直不能太赞，因为早餐不习惯在酒店吃，就定的无餐食，下次来上海，不出意外还住在这儿
joyce_****,上海静安香格里拉大酒店,商务出差,尊雅大床房,2019-07,2019-07-29,5.0,这是我住过的五星级酒店里算很不错的，应该是全新装修过来，装修很好，服务工作人员态度非常不错，酒店服务很体贴，价格也可以，餐厅也不错，位置也不错，就是浴巾比较硬，不够柔软
M252821****,上海静安香格里拉大酒店,独自旅行,尊华双床房,2019-10,2019-10-07,4.5,挺不错的。房间很宽敞，卫生打扫的比较干净。餐厅服务态度很好。
Jicky,上海静安香格里拉大酒店,商务出差,尊雅大床房,2020-04,2020-04-22,5.0,楼层很高，view很好，房间略小，比浦东香格里拉小。洗漱用品是欧舒丹的，整日很干净，毕竟五星酒店。。
吴邪小三爷,上海静安香格里拉大酒店,家庭亲子,尊华大床房,2019-09,2019-09-15,4.5,地段不错，房间升级了之后也挺舒服。服务也不错，只是酒店的游泳池更衣间就一个服务员，态度一般。不过要感谢酒店礼宾部的工作人员，退房后发现有东西遗落和她反应，她亲自去房间帮我们取回
1360187****,上海静安香格里拉大酒店,商务出差,尊雅大床房,2020-01,2020-01-23,5.0,酒店房间一如既往的舒适 风景也很完美 订的套房 客厅空调有些不足，行政楼层的餐厅有些嘈杂 服务员经常搞错客户点的东西 座位安排也很混乱 我足足站了5分钟 也没有服务员和我确认座位 其余还是很满意的
_WeChat35661****,上海静安香格里拉大酒店,商务出差,尊雅大床房,2020-01,2020-01-13,3.3,服务很不专业，给了退房的卡，结果没有给安排退房，退房的时候问了能否开票，两次都告诉我要去定的平台开，来问携程的时候告诉我是酒店开，真的不知道酒店是怎么服务的，做事不清不楚
BennyYe,上海静安香格里拉大酒店,朋友出游,豪华阁尊荣双床房,2019-08,2019-08-05,3.8,优点位置极佳，去静安最方便住的酒店，缺点前台入住手续太慢，酒店部分服务人员口齿不清晰，普通话浓厚的上海味，语速快到听不清他在讲什么，早餐口感一般，不过下次去还是会入住香格里拉，因为周边其他酒店更一般。
M42215****,上海静安香格里拉大酒店,朋友出游,尊华大床房,2019-12,2020-01-03,3.0,住的最差的一次体验，1店入住等到下午6点才给到房，一楼大堂茶室有强制消费的嫌疑， 跨年电梯里呕吐物也没有及时清理， 下次来上海不会考虑这家酒店
meme,上海静安香格里拉大酒店,朋友出游,豪华阁尊贵大床房,2019-12,2020-01-01,2.0,定了12.31晚的香格里拉豪华阁房，准备和朋友好好跨年，结果大开眼界。入住时前台问我要不要牙膏牙刷，结果从脚边的大袋子里掏出牙膏牙刷给我，让我自己拿上去。excuse me，要自己拿牙膏牙刷进房？明明跨年夜静安嘉里中心有活动，舞台都搭好了。前台跟我说没有，这么不想让我知道有活动？第二天一早去行政走廊吃早饭，竟然要排队！第一次去行政走廊吃饭竟然要排队。花了三千多块，要自己拿牙刷，不告知活动，连早饭都要等位。知道你们生意好，说满房了，服务跟不上，一切都白搭。
1373566****,上海静安香格里拉大酒店,朋友出游,尊华大床房,2019-12,2020-01-01,1.5,这是最糟糕的五星酒店体验！！上海五星级酒店就这个水平吗？入住时间下午三点，还要我等，问等到什么时候，回复“不知道”？？？！全程冷脸！态度极其傲慢！设施设备中规中矩，床头没有充电插座很不方便！建议选择别的酒店，2200这个价位我不相信住不到更好的。
nicole23,上海静安香格里拉大酒店,情侣出游,豪华阁尊贵大床房,2019-12,2020-01-04,4.0,每次都要跟前台尽力争取 调出以前在这的住房记录 才能拿到合心意的房间 又不是让给升级套房 能不能重视一下 老顾客多年来的支持
118939****,上海静安香格里拉大酒店,独自旅行,尊雅大床房,2019-12,2019-12-30,4.8,早餐去了夏宫，只有广式早茶系列，种类还算丰富、味道很好。酒店位置优越，地铁出行、餐饮都可以在嘉里解决，周末正好有安义夜巷的活动，夜市很热闹，酒店服务人员也都很亲切热情。
M371450****,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2019-12,2019-12-31,4.5,和npy一起去的 地段就不用说了 宇宙中心。但是服务是不是太频繁了一点 如果不点开请勿打扰 一天要敲两次门。另外npy内裤神秘失踪了 当时挂在了衣架上和外套挂在一起的 不可能被当成什么垃圾被扔掉。
xia****,上海静安香格里拉大酒店,商务出差,尊华大床房,2019-08,2019-08-28,3.8,酒店房间挺不错的，干净整洁、很安静、床品舒适，睡得很舒服！窗外景色也很赞。但是酒店服务不及格（外宾除外）和设施不够人性化。首先我从停车场翻山越岭才到的酒店大堂，大堂还没有沙发供休息（只有2、3条长椅）。服务你会感觉到很冷淡很差劲，很多服务生还没培训好就上岗了。华人洋人区别对待！
M37276****,上海静安香格里拉大酒店,独自旅行,尊雅大床房,2019-12,2019-12-22,5.0,订酒店之前看了评论有很多差评，一度把此酒店pass掉了。但是后来因为行程安排，此酒店的位置最合适。于是心里很矛盾的下了订单。但是真的入住以后，觉得酒店还是很不错的。给客服打电话要一次性洗漱用品，马上就送来了。房间也很宽敞，大的落地窗，显得房间很敞亮。卫生情况也不错。总的来说还是很不错的。虽然前台的服务相比其他五星级酒店而言显得稍许的冷漠了一些，不够热情。但是办理入住，退房的速度还是挺快的。下一次再来，还会考这个酒店的。
pistacheerio,上海静安香格里拉大酒店,商务出差,尊雅大床房,2019-12,2019-12-24,4.5,前台比较冷漠，面无表情，办事过程缺少跟客人沟通，要信用卡时不说是做什么多少金额，就说用一下你信用卡，让人搞不清不舒服，并且待人不太友好，办完入住没等我收拾好证件卡片就喊“下一位”，下一位挤过来，我一个人匆忙中又拉行李又收证件，手忙脚乱，前台完全无视，就开始给下一位办理，这样待客让人很不舒服，硬件上，酒店基本没有大堂，一层非常拥挤嘈杂，客房层的楼道很窄，几个房间门挨得很近很拥挤。房间内设施还比较新，格局也还好。酒店周围非常堵车。
Lisa-king,上海静安香格里拉大酒店,独自旅行,尊雅大床房,2019-12,2020-03-03,4.5,当天正好需要赶飞机，遇到酒店有接待婚宴，前台人又杂又乱，排队站那半天也没有人理会，等了半天一个比我后到的客人直接插我队，前台工作人员却当看不见，最后导致我和前台一个需要开发票的客人吵起来了！这服务也是挺恐怖的！也没想到香格里拉档次这么高怎么会有这种没有素质的客人还是个女的，希望下次不要再遇到类似事情了！
红尘有爱qlj,上海静安香格里拉大酒店,情侣出游,尊雅双床房,2020-01,2020-02-01,5.0,床很舒服，房间干净整洁，一楼自助早餐很不错，而且非常时期这里卫生防护措施非常到位，真的不亏是五星级酒店。
_WeChat32789****,上海静安香格里拉大酒店,其他,尊雅大床房,2019-09,2019-09-25,5.0,酒店的房间很不错，偏爱这种简约的装修风格； 前台接待友好，特别是礼宾部丁建很热情很礼貌帮忙送行李到房间；房间外的view很棒，下雨的时候感觉风景很惬意！！
Gary,上海静安香格里拉大酒店,商务出差,尊雅大床房,2020-04,2020-04-20,5.0,这家酒店很不错：
龙口妹砸,上海静安香格里拉大酒店,商务出差,豪华阁尊贵大床房,2020-01,2020-02-01,5.0,特殊情况下的处理方式非常到位，进门需要检查体温，酒店提供医用口罩，餐食都加了防护措施，很安心
cy11051346,上海静安香格里拉大酒店,情侣出游,尊雅双床房,2019-12,2019-12-13,5.0,每次到上海都住这里，周边逛街购物餐饮都很方便，地铁到徐家汇南京路步行街都很近。酒店房间卫生整洁床品舒适，早餐很丰盛前台服务好。
_WeChat9801****,上海静安香格里拉大酒店,独自旅行,豪华阁尊荣双床房,2019-09,2019-09-07,5.0,早餐有三个地方可以吃，很丰盛，景色非常棒，床很舒服，浴室非常大，有浴缸很爽，有水果有胶囊咖啡，设施非常齐全，健身房更赞！
游老板就是我,上海静安香格里拉大酒店,商务出差,尊雅大床房,2020-01,2020-01-13,5.0,香格里拉就不用多说了，大家都知道的好，服务绝对到位，环境整洁，早餐也非常好，特别适合商务出差，很满意
118768****,上海静安香格里拉大酒店,商务出差,尊华双床房,2019-09,2019-10-03,5.0,在静安寺旁，联通各个商场，购物、美食都非常方便，周边大品牌服饰更是齐全，早餐也非常丰富，非常推荐入住
Kolls,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2019-11,2019-12-02,5.0,總體上非常不錯的酒店，無論是設施，環境還是住客服務，地理位置非常便利，唯一美中不足的就是門口臨時停車的位置安排比較混亂，而且抵達當天行李生不能第一時間安排協助行李。
M6548****,上海静安香格里拉大酒店,商务出差,尊雅大床房,2019-12,2019-12-31,5.0,非常好的一家酒店，我出差去上海十次有九次都会住这里，位置非常好，交通方便，设施完善，就是窗户风吹的响动有点大
121102****,上海静安香格里拉大酒店,商务出差,尊雅双床房,2019-11,2019-12-27,4.0,环境好，交通方便，卫生好，设施新，服务态度好，食品安全卫生，给客服打电话要一次性洗漱用品，马上就送来了。房间也很宽敞，大的落地窗，显得房间很敞亮。
悠然悠然11,上海静安香格里拉大酒店,家庭亲子,尊华大床房,2019-12,2019-12-03,3.5,酒店位置还可以，就是服务人员对外宾很热情，满脸笑容，对内宾冷冷的，这些服务人员估计忘了自己是哪个国家的人，住宿体验交差，不推荐。
202932****,上海静安香格里拉大酒店,家庭亲子,尊雅双床房,2020-01,2020-01-15,4.5,酒店很舒服很干净，周边带孩子可去看一些名人故居，唯一缺点就是入住升级时没有被告知要加服务费
2735****,上海静安香格里拉大酒店,商务出差,尊雅大床房,2020-01,2020-01-12,4.5,早餐价格偏贵就没有订，毕竟是自己付费。酒店位置非常好，价格略高，性价比不高。游泳池算是大的了，池底有石子隔脚。
M227575****,上海静安香格里拉大酒店,情侣出游,尊华大床房,2019-08,2019-09-02,5.0,此次入住尊享大床房，首先房间风景很好，很安静也很干净，其次地理位置也极佳，距离地铁站很近，楼下就有嘉里和芮欧。下次还会入住
洪峰0212,上海静安香格里拉大酒店,其他,尊雅双床房,2019-11,2019-11-20,5.0,参加上海马拉松比赛，为了方便订了香格里拉大酒店，前台小哥不错👍，和他说要延迟退房，他马上给我延至二点，这样我比赛结束后还能洗澡，房间服务也很好，需要什么都能满足，也住了不少地方的香格里拉大酒店，服务是真心不错👍
huanghuacarol,上海静安香格里拉大酒店,朋友出游,尊华双床房,2019-11,2019-11-19,5.0,整体环境不错，更适合商务居住。房间这次安排了一个尾房，按理说，我个人比较忌讳，但是鉴于尾房的特殊位置，整个房间2面都是落地窗，整体视野非常棒，因此也就没再纠结换房。房间内的枕头不是很舒服，连住2晚后，感觉后背颈椎疼。另外，最后一晚正好赶上大风，不知道什么原因，东西碰撞的声音，水管道流水的声音一直持续了多半宿，这点很是不满。但整体服务，硬件设施还是值得肯定的。早餐虽然品种不是很多，但胜在味道很好。个人非常满意！
dihuatang,上海静安香格里拉大酒店,家庭亲子,豪华阁尊贵双床房,2019-06,2019-07-09,5.0,"由于诸多原因评价晚了，抱歉。
        因为带着九个月的小宝宝出行，看了好多家酒店的评论，最后选定香格里拉，一个原因是信任酒店一贯的品质，再一个原因是位置。 
        先说酒店的位置，在静安的中心，与嘉里中心连结，距久光、芮欧等商业中心咫尺之遥，周边食肆众多，还有静安公园、静安寺环绕，带着小宝宝周边走走，既不会无聊也饿不着，位置简直太好了。
        再说说服务，原本订的是行政套房，酒店看带着小宝宝，给我们升级到了更大的套房，且位于酒店的顶层，风景无敌，小宝宝特别开心，每天趴在窗前看。婴儿床免费提供，安装到位，淋浴间摆放了婴儿用洗浴护肤品，楼层打扫卫生的阿姨（忘记了问姓名）特别热心、体贴，每天还多放了瓶水以备小宝宝喝水冲奶，非常贴心。
        酒店的早餐很丰富，除了西式自助餐厅，还有酒店的“夏宫”可以享用早餐，提供正宗港式早茶，与众不同。
        泳池也非常棒，大、人少、水温适中，无论大人游泳还是带宝宝玩都很棒。
        总之，选对酒店可免除很多烦恼。香格里拉的品质始终如一，上海之行非常开心。"
VICKY0716,上海静安香格里拉大酒店,商务出差,尊雅大床房,2019-12,2019-12-23,3.0,"这个酒店，停车需要自己缴费，我们缴费120～
问距离500米的静安寺如何走，前台人员说，方向感不清楚，不知道。服务态度不好～"
E0389****,上海静安香格里拉大酒店,情侣出游,尊华双床房,2019-10,2019-10-23,5.0,早餐人很多，西式的更好吃，呱噪的上海人白领会迅速夹走蒸屉中80%的小笼包，服务很礼貌，酒店很专业
_WeChat265473****,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2020-01,2020-01-13,2.0,明明说是免费停车，第二天去领停车券的时候却被告知只有套房才可以拥有免费停车的服务，一开始不说明白，误导消费者！
余果儿,上海静安香格里拉大酒店,家庭亲子,尊雅双床房,2020-01,2020-01-15,5.0,经常住香格里拉，最主要是喜欢香格里拉的卫生间，房间大干湿分离，浅色系特显干净温暖，前台办手续也较快！
1806410****,上海静安香格里拉大酒店,家庭亲子,尊华大床房,2019-09,2019-09-27,5.0,"酒店视野很好
客房送餐也很美味 东南亚系列味很正
带着小孩不到两岁 晚上就逛一下下面的嘉里中心很方便"
南郑罗伯特,上海静安香格里拉大酒店,独自旅行,豪华阁尊荣大床房,2019-11,2019-11-03,5.0,服务态度好，环境好，交通方便，房间明亮整洁，景观好，天际线，夜间安静，酒店四层1515牛排馆非常值得去，味道不错，工作人员态度热情，有间必答！
118441****,上海静安香格里拉大酒店,独自旅行,尊雅双床房,2019-11,2019-12-15,5.0,香格里拉静安的位置自然不用说 楼下也是美食很聚集 纽约的汉堡分店也开在了嘉里 楼上火锅也棒 便利店少了点 不过健身房是很👍
_CFT010000000952****,上海静安香格里拉大酒店,家庭亲子,尊华双床房,2019-10,2019-12-09,5.0,早餐非常赞，楼下地铁，地下直通嘉里中心非常方便。泳池很干净，也几乎没有什么人，唯一不足的是我离开的时候停车居然告知是要另外收费的
1596165****,上海静安香格里拉大酒店,情侣出游,尊华双床房,2019-10,2019-11-08,2.3,感觉这家香格里拉越来越差了！晚上到的、门口礼宾都没有，前台的人全程服务头也不抬、办完卡直接丢给我说、你去房间吧！惊呆！太失望了！
205603****,上海静安香格里拉大酒店,独自旅行,尊雅大床房,2019-10,2019-10-21,5.0,跟男朋友住过好多次静安香格里拉，这次是自己一个人住，一如既往地好，地理位置优越，早餐特别棒，不愧是上海最棒的酒店之一，以后还会住的
dralban,上海静安香格里拉大酒店,家庭亲子,尊华大床房,2019-10,2019-10-22,5.0,超级棒的酒店，入住时做了一个升级，楼层高，俯视上海的夜景，震撼到了，由于酒店地处上海市中心的中心位置，各种美丽动人，无与伦比。周边各种商城写字楼和餐饮林立。非常棒
_WB273411****,上海静安香格里拉大酒店,其他,尊雅双床房,2019-07,2019-07-30,5.0,这个酒店真的很不错 本来定的是双人床 后面前台考虑到住的人数以及就餐等问题 帮忙升级到行政房 下午茶品种多 味道也还可以 早餐有三个地方可以用餐 影响很深刻的是 有个貌似叫Max的姐姐（好像是叫这个 反正特别好 也特别热情 ）人非常好 也非常用心 退房的时候 有个东西落在酒店了 也是她和前台帮忙解决的 本来还要等一会的 她就安排我们在旁边的咖啡店坐会 而且亲自跑上去拿 很快 真的很谢谢  而且人也长得好哈哈哈哈 一个词“人美心善”哈哈哈 反正真的挺谢谢的 酒店的空调也还可以 降温速度非常快 房间里的洗漱用品都是欧舒丹的 另外得夸一下 酒店的服务 真的很不错 出去玩之前房间还是很乱的 回来的时候已经整整齐齐了 东西也没有少 床铺以及其他地方的东西找起来也方便 毛巾啥的也都换成新的了 总之 下次来还是会住这个酒店 真的真的很不错
_cmb439226830615****,上海静安香格里拉大酒店,家庭亲子,尊雅大床房,2019-10,2019-11-09,4.3,位置很好，和商场无缝对接。早餐该有的都有了。整体酒店的服务人员普遍不热情，说不出来为什么，包括前台、早餐厅、中餐厅、日料、客房。
fei?fei,上海静安香格里拉大酒店,其他,尊雅大床房,2019-10,2019-12-26,4.0,不错的酒店，价格有点小贵，其余还不错👌 不错的酒店，价格有点小贵，其余还不错👌
明天天蓝,上海静安香格里拉大酒店,其他,尊雅大床房,2019-07,2019-07-25,4.5,酒店位置和环境都非常赞，房间设施也一流，惊艳的是浴室还有地暖。就是两个插曲让我对这个五星级酒店有点大失所望，一个是我下午16:00左右飞机落地被通知房间只能保留到16:00，我非常吃惊，通知携程协调赶紧保留，费劲周折，取消了又重新预定，好在负责check in的小弟比较nice，看我带了孩子帮我升级了房间；最让我失望的是，退完房接到酒店电话说，我家宝宝在沙发椅上留下了圆珠笔印，清洗不掉，要我赔偿1500元换皮，我反复道歉说明，恳请试试不同的方法去印，最后支付了500元的清洁费。首先是我们不小心，我们应该道歉应该承担责任，可是酒店不依不饶，上来就要换皮。不积极主动想着怎么去渍，让我觉得输了理亏还有哑巴亏的感觉。
加载也要卖萌,上海静安香格里拉大酒店,朋友出游,豪华阁尊荣双床房,2019-06,2019-07-01,5.0,早餐非常好可以选择55楼和一楼 55楼是行政餐厅停车场好像是要收费的，
璐璐是小璐,上海静安香格里拉大酒店,家庭亲子,尊雅大床房,2019-10,2019-10-06,3.5,前台checkin入住服务态度非常差  全程无笑容 一个劲要我加钱升级行政房 停车是收费一晚120  这种服务完全不像一个五星酒店 房间设备中规中矩 反正入住体验一般 完全不值这个价 
tennisjeep,上海静安香格里拉大酒店,商务出差,尊华大床房,2019-12,2019-12-30,5.0,房间大，视野好，楼下吃喝方便，堵车。楼下有个毛主席的故居可以免费参观，九十九年前毛主席就住在上海CBD了。
288306****,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2019-05,2019-05-19,5.0,床很舒服，在市区很好找，早餐一般。洗漱用品是欧舒丹的。不过没有usb直接充电的地方。出门走一会就是商场，很繁华。
_M1352446****,上海静安香格里拉大酒店,情侣出游,尊雅大床房,2019-09,2019-09-25,2.8,礼宾部和前台的服务令人窒息。我真的不知道是静安香格里拉我误会了他的级别不应该和四季或者丽思这些酒店对比，更不用说其他奢侈型酒店。让礼宾部来房间拿行李下楼，不仅一句礼貌用语都没有，甚至质问我现在很忙下次东西搬的快点?这件事我一定会邮件投诉给香格里拉，简直难以置信。前台男士的服务也是一副公安局审批文件的态度，如果酒店看到这样反馈毫无关心，我一定会在各种机会好好帮你们宣传
胖胖凯,上海静安香格里拉大酒店,情侣出游,尊华大床房,2019-09,2019-09-23,5.0,酒店位置非常好，地铁站和附近生活机能都挺好的！唯一就是出入口车流量和小巷子不匹配，一天到晚堵在门口。入住还送了水果，很贴心！
sandy,上海静安香格里拉大酒店,家庭亲子,尊雅大床房,2019-11,2019-11-25,5.0,酒店位置很好，餐饮购物都很方便，服务设施都很棒，符合国际五星标准。唯一不足是要付120停车费，有点坑
jinmingwu,上海静安香格里拉大酒店,家庭亲子,豪华阁尊贵大床房,2019-11,2019-12-08,5.0,静安寺出行方便。。。酒店地理位置绝对繁华上海中心。。。。人文历史建筑附件都是法租界漂亮有历史的洋房。。。。
E5960****,上海静安香格里拉大酒店,家庭亲子,尊雅双床房,2020-01,2020-01-06,2.5,前台服务员的态度很冷淡。房间没有照片里的新。大堂很乱 没有想象中的高级感。整体印象不好
zac2013,上海静安香格里拉大酒店,商务出差,尊雅大床房,2019-07,2019-08-31,5.0,静安香格里拉非常方便，每次开会的首选，豪华阁风景很好，服务更好，Coco和July都非常专业，为我们的会务提供了很多便利
